order_datetime,qty,gender,state,city,age,category,price,dp_ratings,prod_rating,delivery_service_rating,sup_name,transaction_mode,tran_status,target,return_probability
2024-10-27 07:22:31,2,female,madhya pradesh,indore,18,fitness,495.09,0.0,5.0,4.0,elite ecom ventures,debit card,successful,0,0.95130694252954
2024-10-27 07:22:31,2,female,madhya pradesh,indore,18,fitness,495.09,0.0,2.0,4.0,elite ecom ventures,debit card,successful,0,0.9508841686692888
2024-02-07 07:26:58,3,female,delhi,delhi,23,fitness,488.42,3.7,1.0,4.0,trendify traders,upi,successful,1,0.9445019077402752
2024-02-07 07:26:58,3,female,delhi,delhi,23,fitness,488.42,3.7,1.0,4.0,trendify traders,wallet,successful,1,0.9442267282947148
2024-02-07 07:26:58,3,female,delhi,delhi,23,fitness,488.42,3.7,1.0,4.0,trendify traders,net banking,successful,1,0.9417002484430508
2023-05-02 01:32:01,2,female,maharashtra,nagpur,22,home appliance,490.6,0.0,2.0,5.0,metroshop suppliers,net banking,successful,0,0.9349466546669054
2024-03-19 19:21:36,8,male,west bengal,kolkata,25,home appliance,498.22,3.9,2.0,5.0,shopease suppliers,credit card,successful,1,0.934640710351848
2023-08-07 09:23:49,4,male,gujarat,ahmedabad,23,books,498.01,3.4,5.0,4.0,pack&go logistics,credit card,successful,0,0.9333705858791944
2024-03-19 19:21:36,8,male,west bengal,kolkata,25,home appliance,498.22,3.9,2.0,5.0,shopease suppliers,debit card,successful,1,0.9325945260294982
2024-03-19 19:21:36,8,male,west bengal,kolkata,25,home appliance,498.22,3.9,2.0,5.0,shopease suppliers,debit card,successful,1,0.9325945260294982
2023-08-07 09:23:49,4,male,gujarat,ahmedabad,23,books,498.01,3.4,5.0,4.0,pack&go logistics,debit card,successful,0,0.931287561445098
2023-12-28 02:12:10,3,female,maharashtra,nagpur,19,electronics,478.82,3.5,4.0,3.0,shopease suppliers,upi,successful,0,0.929583788895174
2023-05-02 01:32:01,2,female,maharashtra,nagpur,22,home appliance,490.6,0.0,5.0,2.0,metroshop suppliers,net banking,successful,0,0.9284401801718636
2024-03-19 19:21:36,8,male,west bengal,kolkata,25,home appliance,498.22,3.9,4.0,1.0,shopease suppliers,credit card,successful,1,0.9253796013013932
2024-03-19 19:21:36,8,male,west bengal,kolkata,25,home appliance,498.22,3.9,4.0,1.0,shopease suppliers,debit card,successful,1,0.9230673473992208
2024-03-19 19:21:36,8,male,west bengal,kolkata,25,home appliance,498.22,3.9,4.0,1.0,shopease suppliers,debit card,successful,1,0.9230673473992208
2023-06-01 03:08:02,3,male,uttar pradesh,ghaziabad,19,fashion,492.98,4.0,0.0,0.0,ecomedge retail,net banking,successful,1,0.9209872292498178
2023-05-23 18:47:45,4,female,gujarat,ahmedabad,27,fitness,499.95,3.2,1.0,5.0,quickpick wholesalers,net banking,successful,0,0.918384460015984
2023-08-30 06:37:16,4,male,gujarat,ahmedabad,20,electronics,486.48,4.7,0.0,0.0,trendmart inc.,wallet,successful,1,0.9167427221914196
2024-05-02 21:30:19,8,male,maharashtra,mumbai,18,fashion,492.39,3.0,3.0,3.0,trendmart inc.,wallet,successful,0,0.9149090811223484
2024-05-14 09:47:00,4,male,madhya pradesh,bhopal,27,fitness,487.26,3.3,4.0,5.0,ezyshop solutions,net banking,successful,0,0.9146091488875776
2023-09-22 04:43:04,1,female,uttar pradesh,kanpur,25,home appliance,484.47,3.8,0.0,0.0,pack&go logistics,net banking,successful,1,0.9145490163494754
2023-10-23 09:32:12,2,female,maharashtra,pune,24,electronics,489.54,3.8,0.0,0.0,primelogix traders,wallet,successful,0,0.9143841121846024
2023-08-25 12:49:43,6,female,maharashtra,mumbai,20,books,499.81,3.1,0.0,0.0,swiftdeal suppliers,debit card,successful,0,0.9136963190804596
2023-05-13 20:20:12,4,female,maharashtra,pune,23,fitness,479.25,3.6,4.0,4.0,trendmart inc.,wallet,successful,0,0.913279226784434
2023-05-13 20:20:12,4,female,maharashtra,pune,23,fitness,479.25,3.6,3.0,4.0,trendmart inc.,wallet,successful,0,0.913038963450012
2024-04-22 21:05:29,4,female,delhi,delhi,21,books,486.46,3.8,0.0,0.0,digicart distributors,debit card,successful,0,0.912161747140932
2023-06-26 10:58:55,7,male,uttar pradesh,kanpur,24,fitness,499.95,4.6,0.0,0.0,quickpick wholesalers,net banking,successful,0,0.911365555446845
2023-05-23 18:47:45,4,female,gujarat,ahmedabad,27,fitness,499.95,3.2,5.0,2.0,quickpick wholesalers,net banking,successful,0,0.9106271513111412
2023-05-23 18:47:45,4,female,gujarat,ahmedabad,27,fitness,499.95,3.2,5.0,2.0,quickpick wholesalers,net banking,successful,0,0.9106271513111412
2023-05-23 18:47:45,4,female,gujarat,ahmedabad,27,fitness,499.95,3.2,3.0,2.0,quickpick wholesalers,net banking,successful,0,0.9101327566128272
2023-05-13 20:20:12,4,female,maharashtra,pune,23,fitness,479.25,3.6,4.0,4.0,trendmart inc.,net banking,successful,0,0.9094852398623574
2023-05-13 20:20:12,4,female,maharashtra,pune,23,fitness,479.25,3.6,3.0,4.0,trendmart inc.,net banking,successful,0,0.909235509791274
2024-05-25 06:40:08,8,female,gujarat,surat,20,home appliance,499.52,4.3,5.0,5.0,urbanmarket co.,net banking,successful,0,0.9087758567000968
2024-05-25 06:40:08,8,female,gujarat,surat,20,home appliance,499.52,4.3,5.0,5.0,urbanmarket co.,net banking,successful,0,0.9087758567000968
2024-01-10 10:46:41,1,male,uttar pradesh,kanpur,22,electronics,479.65,4.8,0.0,0.0,digicart distributors,credit card,successful,0,0.908631473732553
2023-05-23 18:47:45,4,female,gujarat,ahmedabad,27,fitness,499.95,3.2,4.0,1.0,quickpick wholesalers,net banking,successful,0,0.9073041273093808
2024-06-30 22:44:26,2,male,uttar pradesh,lucknow,35,electronics,488.82,3.6,2.0,5.0,shopease suppliers,debit card,successful,1,0.9035528222780655
